file,line,api,classification,has_full_consumption_check,reason,evidence_snippet
/home/wen/work/clean_sources/openssl-3.5.5/crypto/crmf/crmf_lib.c,880,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"872:     const unsigned char *p;
873:     int len;
874:     X509 *cert = NULL;
875: 
876:     buf = OSSL_CRMF_ENCRYPTEDVALUE_decrypt(ecert, libctx, propq, pkey, &len);
877:     if ((p = buf) == NULL || (cert = X509_new_ex(libctx, propq)) == NULL)
878:         goto end;
879: 
880:     if (d2i_X509(&cert, &p, len) == NULL) {
881:         ERR_raise(ERR_LIB_CRMF, CRMF_R_ERROR_DECODING_CERTIFICATE);
882:         X509_free(cert);
883:         cert = NULL;
884:     }
885: 
886: end:
887:     OPENSSL_free(buf);
888:     return cert;"
/home/wen/work/clean_sources/openssl-3.5.5/crypto/pem/pem_info.c,107,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"99:                     goto err;
100:                 if ((xi = X509_INFO_new()) == NULL)
101:                     goto err;
102:                 goto start;
103:             }
104:             if ((strcmp(name, PEM_STRING_X509_TRUSTED) == 0))
105:                 d2i = (D2I_OF(void))d2i_X509_AUX;
106:             else
107:                 d2i = (D2I_OF(void))d2i_X509;
108:             xi->x509 = X509_new_ex(libctx, propq);
109:             if (xi->x509 == NULL)
110:                 goto err;
111:             pp = &(xi->x509);
112:         } else if (strcmp(name, PEM_STRING_X509_CRL) == 0) {
113:             d2i = (D2I_OF(void))d2i_X509_CRL;
114:             if (xi->crl != NULL) {
115:                 if (!sk_X509_INFO_push(ret, xi))"
/home/wen/work/clean_sources/openssl-3.5.5/crypto/store/store_result.c,501,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"493:         if (data->data_type != NULL
494:             && (OPENSSL_strcasecmp(data->data_type, PEM_STRING_X509_TRUSTED) == 0))
495:             ignore_trusted = 0;
496: 
497:         if (d2i_X509_AUX(&cert, (const unsigned char **)&data->octet_data,
498:                 data->octet_data_size)
499:                 == NULL
500:             && (!ignore_trusted
501:                 || d2i_X509(&cert, (const unsigned char **)&data->octet_data,
502:                        data->octet_data_size)
503:                     == NULL)) {
504:             X509_free(cert);
505:             cert = NULL;
506:         }
507: 
508:         if (cert != NULL) {
509:             /* We determined the object type */"
/home/wen/work/clean_sources/openssl-3.5.5/crypto/x509/x_x509.c,195,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"187:     X509 *ret;
188:     int freeret = 0;
189: 
190:     /* Save start position */
191:     q = *pp;
192: 
193:     if (a == NULL || *a == NULL)
194:         freeret = 1;
195:     ret = d2i_X509(a, &q, length);
196:     /* If certificate unreadable then forget it */
197:     if (ret == NULL)
198:         return NULL;
199:     /* update length */
200:     length -= q - *pp;
201:     if (length > 0 && !d2i_X509_CERT_AUX(&ret->aux, &q, length))
202:         goto err;
203:     *pp = q;"
/home/wen/work/clean_sources/openssl-3.5.5/engines/e_capi.c,1388,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"1380:             BIO_printf(out, ""  Friendly Name \""%s\""\n"", fname);
1381:             OPENSSL_free(fname);
1382:         } else {
1383:             BIO_printf(out, ""  <No Friendly Name>\n"");
1384:         }
1385:     }
1386: 
1387:     p = cert->pbCertEncoded;
1388:     x = d2i_X509(NULL, &p, cert->cbCertEncoded);
1389:     if (!x)
1390:         BIO_printf(out, ""  <Can't parse certificate>\n"");
1391:     if (flags & CAPI_DMP_SUMMARY) {
1392:         BIO_printf(out, ""  Subject: "");
1393:         X509_NAME_print_ex(out, X509_get_subject_name(x), 0, XN_FLAG_ONELINE);
1394:         BIO_printf(out, ""\n  Issuer: "");
1395:         X509_NAME_print_ex(out, X509_get_issuer_name(x), 0, XN_FLAG_ONELINE);
1396:         BIO_printf(out, ""\n"");"
/home/wen/work/clean_sources/openssl-3.5.5/engines/e_loader_attic.c,788,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"780:         *matchcount = 1;
781:     }
782: 
783:     cert = X509_new_ex(libctx, propq);
784:     if (cert == NULL)
785:         return NULL;
786: 
787:     if ((d2i_X509_AUX(&cert, &blob, len)) != NULL
788:         || (ignore_trusted && (d2i_X509(&cert, &blob, len)) != NULL)) {
789:         *matchcount = 1;
790:         store_info = OSSL_STORE_INFO_new_CERT(cert);
791:     }
792: 
793:     if (store_info == NULL)
794:         X509_free(cert);
795: 
796:     return store_info;"
/home/wen/work/clean_sources/openssl-3.5.5/fuzz/server.c,2366,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"2358:     pkey = EVP_PKEY_new();
2359:     EVP_PKEY_assign_RSA(pkey, privkey);
2360:     ret = SSL_CTX_use_PrivateKey(ctx, pkey);
2361:     OPENSSL_assert(ret == 1);
2362:     EVP_PKEY_free(pkey);
2363: #endif
2364: 
2365:     bufp = kCertificateDER;
2366:     cert = d2i_X509(NULL, &bufp, sizeof(kCertificateDER));
2367:     OPENSSL_assert(cert != NULL);
2368:     ret = SSL_CTX_use_certificate(ctx, cert);
2369:     OPENSSL_assert(ret == 1);
2370:     X509_free(cert);
2371: 
2372: #ifndef OPENSSL_NO_EC
2373: #ifndef OPENSSL_NO_DEPRECATED_3_0
2374:     /* ECDSA */"
/home/wen/work/clean_sources/openssl-3.5.5/fuzz/x509.c,51,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"43:     X509_STORE_CTX *ctx = NULL;
44:     X509_CRL *crl = NULL;
45:     STACK_OF(X509_CRL) *crls = NULL;
46:     STACK_OF(X509) *certs = NULL;
47:     OCSP_RESPONSE *resp = NULL;
48:     OCSP_BASICRESP *bs = NULL;
49:     OCSP_CERTID *id = NULL;
50: 
51:     x509_1 = d2i_X509(NULL, &p, len);
52:     if (x509_1 == NULL)
53:         goto err;
54: 
55:     bio = BIO_new(BIO_s_null());
56:     if (bio == NULL)
57:         goto err;
58: 
59:     /* This will load and print the public key as well as extensions */"
/home/wen/work/clean_sources/openssl-3.5.5/ssl/ssl_rsa.c,122,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"114:     int ret;
115: 
116:     x = X509_new_ex(ssl->ctx->libctx, ssl->ctx->propq);
117:     if (x == NULL) {
118:         ERR_raise(ERR_LIB_SSL, ERR_R_ASN1_LIB);
119:         return 0;
120:     }
121: 
122:     if (d2i_X509(&x, &d, (long)len) == NULL) {
123:         X509_free(x);
124:         ERR_raise(ERR_LIB_SSL, ERR_R_ASN1_LIB);
125:         return 0;
126:     }
127: 
128:     ret = SSL_use_certificate(ssl, x);
129:     X509_free(x);
130:     return ret;"
/home/wen/work/clean_sources/openssl-3.5.5/ssl/ssl_rsa.c,373,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"365:     int ret;
366: 
367:     x = X509_new_ex(ctx->libctx, ctx->propq);
368:     if (x == NULL) {
369:         ERR_raise(ERR_LIB_SSL, ERR_R_ASN1_LIB);
370:         return 0;
371:     }
372: 
373:     if (d2i_X509(&x, &d, (long)len) == NULL) {
374:         X509_free(x);
375:         ERR_raise(ERR_LIB_SSL, ERR_R_ASN1_LIB);
376:         return 0;
377:     }
378: 
379:     ret = SSL_CTX_use_certificate(ctx, x);
380:     X509_free(x);
381:     return ret;"
/home/wen/work/clean_sources/openssl-3.5.5/ssl/statem/statem_clnt.c,2038,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"2030:         }
2031: 
2032:         certstart = certbytes;
2033:         x = X509_new_ex(sctx->libctx, sctx->propq);
2034:         if (x == NULL) {
2035:             SSLfatal(s, SSL_AD_DECODE_ERROR, ERR_R_ASN1_LIB);
2036:             goto err;
2037:         }
2038:         if (d2i_X509(&x, (const unsigned char **)&certbytes,
2039:                 cert_len)
2040:             == NULL) {
2041:             SSLfatal(s, SSL_AD_BAD_CERTIFICATE, ERR_R_ASN1_LIB);
2042:             goto err;
2043:         }
2044: 
2045:         if (certbytes != (certstart + cert_len)) {
2046:             SSLfatal(s, SSL_AD_DECODE_ERROR, SSL_R_CERT_LENGTH_MISMATCH);"
/home/wen/work/clean_sources/openssl-3.5.5/ssl/statem/statem_srvr.c,3705,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"3697:         }
3698: 
3699:         certstart = certbytes;
3700:         x = X509_new_ex(sctx->libctx, sctx->propq);
3701:         if (x == NULL) {
3702:             SSLfatal(s, SSL_AD_DECODE_ERROR, ERR_R_X509_LIB);
3703:             goto err;
3704:         }
3705:         if (d2i_X509(&x, (const unsigned char **)&certbytes, l) == NULL) {
3706:             SSLfatal(s, SSL_AD_DECODE_ERROR, ERR_R_ASN1_LIB);
3707:             goto err;
3708:         }
3709: 
3710:         if (certbytes != (certstart + l)) {
3711:             SSLfatal(s, SSL_AD_DECODE_ERROR, SSL_R_CERT_LENGTH_MISMATCH);
3712:             goto err;
3713:         }"
/home/wen/work/clean_sources/openssl-3.5.5/ssl/t1_trce.c,1309,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"1301:         return 0;
1302:     clen = (p[0] << 16) | (p[1] << 8) | p[2];
1303:     if (msglen < clen + 3)
1304:         return 0;
1305:     q = p + 3;
1306:     BIO_indent(bio, indent, 80);
1307:     BIO_printf(bio, ""ASN.1Cert, length=%d"", (int)clen);
1308:     x = X509_new_ex(ctx->libctx, ctx->propq);
1309:     if (x != NULL && d2i_X509(&x, &q, clen) == NULL) {
1310:         X509_free(x);
1311:         x = NULL;
1312:     }
1313:     if (x == NULL)
1314:         BIO_puts(bio, ""<UNPARSABLE CERTIFICATE>\n"");
1315:     else {
1316:         BIO_puts(bio, ""\n------details-----\n"");
1317:         X509_print_ex(bio, x, XN_FLAG_ONELINE, 0);"
/home/wen/work/clean_sources/openssl-3.5.5/test/helpers/pkcs12.c,79,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"71: /* --------------------------------------------------------------------------
72:  * Test data load functions
73:  */
74: 
75: static X509 *load_cert_asn1(const unsigned char *bytes, int len)
76: {
77:     X509 *cert = NULL;
78: 
79:     cert = d2i_X509(NULL, &bytes, len);
80:     if (!TEST_ptr(cert))
81:         goto err;
82: err:
83:     return cert;
84: }
85: 
86: static EVP_PKEY *load_pkey_asn1(const unsigned char *bytes, int len)
87: {"
/home/wen/work/clean_sources/openssl-3.5.5/test/localetest.c,110,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"102:         return TEST_skip(""Cannot set the locale necessary for test"");
103: 
104:     res = strcasecmp(str1, str2);
105:     TEST_note(""Case-insensitive comparison via strcasecmp in current locale %s\n"", res ? ""failed"" : ""succeeded"");
106: 
107:     if (!TEST_false(OPENSSL_strcasecmp(str1, str2)))
108:         return 0;
109: 
110:     cert = d2i_X509(NULL, &p, sizeof(der_bytes));
111:     if (!TEST_ptr(cert))
112:         return 0;
113: 
114:     cert_pubkey = X509_get_X509_PUBKEY(cert);
115:     if (!TEST_ptr(cert_pubkey)) {
116:         X509_free(cert);
117:         return 0;
118:     }"
/home/wen/work/clean_sources/openssl-3.5.5/test/ossl_store_test.c,113,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"105:     X509 *testcert = NULL;
106:     const unsigned char *certptr = mscert;
107: 
108:     /*
109:      * Test the winstore, by opening it, searching for the MS root certificate
110:      * and ensure that it was found.  Note that we have to search by
111:      * subject name, as winstore only allows searches by that method
112:      */
113:     ret = TEST_ptr(testcert = d2i_X509(NULL, &certptr, TEST_CERT_LEN))
114:         && TEST_ptr(search = OSSL_STORE_SEARCH_by_name(X509_get_issuer_name(testcert)))
115:         && TEST_ptr(ui_method = UI_create_method(""DummyUI""))
116:         && TEST_ptr(sctx = OSSL_STORE_open_ex(""org.openssl.winstore:"", NULL,
117:                         NULL, ui_method, NULL, NULL,
118:                         NULL, NULL))
119:         && TEST_true(OSSL_STORE_find(sctx, search))
120:         && TEST_ptr(info = OSSL_STORE_load(sctx));
121:     UI_destroy_method(ui_method);"
/home/wen/work/clean_sources/openssl-3.5.5/test/pkcs12_format_test.c,3523,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"3515:     EVP_PKEY *pkey_parsed = NULL;
3516:     PKCS12 *p12 = NULL;
3517:     PKCS12 *p12_parsed = NULL;
3518:     PKCS12 *p12_recreated = NULL;
3519:     const unsigned char *cert_bytes = CERT1;
3520:     const unsigned char *key_bytes = KEY1;
3521:     BIO *bio = NULL;
3522: 
3523:     cert = d2i_X509(NULL, &cert_bytes, sizeof(CERT1));
3524:     if (!TEST_ptr(cert))
3525:         goto err;
3526:     pkey = d2i_AutoPrivateKey(NULL, &key_bytes, sizeof(KEY1));
3527:     if (!TEST_ptr(pkey))
3528:         goto err;
3529:     p12 = PKCS12_create(""pass"", NULL, pkey, cert, NULL, NID_aes_256_cbc,
3530:         NID_aes_256_cbc, 2, 1, 0);
3531:     if (!TEST_ptr(p12))"
/home/wen/work/clean_sources/openssl-3.5.5/test/x509_test.c,98,d2i_X509,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"90:  * signing to be different from the alg within the loaded cert.
91:  */
92: static int test_x509_tbs_cache(void)
93: {
94:     int ret;
95:     X509 *x = NULL;
96:     const unsigned char *p = certdata;
97: 
98:     ret = TEST_ptr(x = d2i_X509(NULL, &p, sizeof(certdata)))
99:         && TEST_int_gt(X509_sign(x, privkey, signmd), 0)
100:         && TEST_int_eq(X509_verify(x, pubkey), 1);
101:     X509_free(x);
102:     return ret;
103: }
104: 
105: /*
106:  * Test for Regression discussed in PR #19388"
/home/wen/work/clean_sources/openssl-3.5.5/crypto/pem/pem_info.c,113,d2i_X509_CRL,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"105:                 d2i = (D2I_OF(void))d2i_X509_AUX;
106:             else
107:                 d2i = (D2I_OF(void))d2i_X509;
108:             xi->x509 = X509_new_ex(libctx, propq);
109:             if (xi->x509 == NULL)
110:                 goto err;
111:             pp = &(xi->x509);
112:         } else if (strcmp(name, PEM_STRING_X509_CRL) == 0) {
113:             d2i = (D2I_OF(void))d2i_X509_CRL;
114:             if (xi->crl != NULL) {
115:                 if (!sk_X509_INFO_push(ret, xi))
116:                     goto err;
117:                 if ((xi = X509_INFO_new()) == NULL)
118:                     goto err;
119:                 goto start;
120:             }
121:             pp = &(xi->crl);"
/home/wen/work/clean_sources/openssl-3.5.5/crypto/store/store_result.c,527,d2i_X509_CRL,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"519: 
520: static int try_crl(struct extracted_param_data_st *data, OSSL_STORE_INFO **v,
521:     OSSL_LIB_CTX *libctx, const char *propq)
522: {
523:     if (data->object_type == OSSL_OBJECT_UNKNOWN
524:         || data->object_type == OSSL_OBJECT_CRL) {
525:         X509_CRL *crl;
526: 
527:         crl = d2i_X509_CRL(NULL, (const unsigned char **)&data->octet_data,
528:             data->octet_data_size);
529: 
530:         if (crl != NULL)
531:             /* We determined the object type */
532:             data->object_type = OSSL_OBJECT_CRL;
533: 
534:         if (crl != NULL && !ossl_x509_crl_set0_libctx(crl, libctx, propq)) {
535:             X509_CRL_free(crl);"
/home/wen/work/clean_sources/openssl-3.5.5/engines/e_loader_attic.c,827,d2i_X509_CRL,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"819: 
820:     if (pem_name != NULL) {
821:         if (strcmp(pem_name, PEM_STRING_X509_CRL) != 0)
822:             /* No match */
823:             return NULL;
824:         *matchcount = 1;
825:     }
826: 
827:     if ((crl = d2i_X509_CRL(NULL, &blob, len)) != NULL) {
828:         *matchcount = 1;
829:         store_info = OSSL_STORE_INFO_new_CRL(crl);
830:     }
831: 
832:     if (store_info == NULL)
833:         X509_CRL_free(crl);
834: 
835:     return store_info;"
/home/wen/work/clean_sources/openssl-3.5.5/fuzz/crl.c,29,d2i_X509_CRL,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"21:     return 1;
22: }
23: 
24: int FuzzerTestOneInput(const uint8_t *buf, size_t len)
25: {
26:     const unsigned char *p = buf;
27:     unsigned char *der = NULL;
28: 
29:     X509_CRL *crl = d2i_X509_CRL(NULL, &p, len);
30:     if (crl != NULL) {
31:         BIO *bio = BIO_new(BIO_s_null());
32:         X509_CRL_print(bio, crl);
33:         BIO_free(bio);
34: 
35:         i2d_X509_CRL(crl, &der);
36:         OPENSSL_free(der);
37: "
/home/wen/work/clean_sources/openssl-3.5.5/test/x509_test.c,116,d2i_X509_CRL,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"108:  * signing to be different from the alg within the loaded cert.
109:  */
110: static int test_x509_crl_tbs_cache(void)
111: {
112:     int ret;
113:     X509_CRL *crl = NULL;
114:     const unsigned char *p = crldata;
115: 
116:     ret = TEST_ptr(crl = d2i_X509_CRL(NULL, &p, sizeof(crldata)))
117:         && TEST_int_gt(X509_CRL_sign(crl, privkey, signmd), 0)
118:         && TEST_int_eq(X509_CRL_verify(crl, pubkey), 1);
119: 
120:     X509_CRL_free(crl);
121:     return ret;
122: }
123: 
124: static int test_asn1_item_verify(void)"
/home/wen/work/clean_sources/openssl-3.5.5/apps/pkcs12.c,796,d2i_PKCS12,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"788:     if (in == NULL)
789:         goto end;
790: 
791:     p12 = PKCS12_init_ex(NID_pkcs7_data, app_get0_libctx(), app_get0_propq());
792:     if (p12 == NULL) {
793:         ERR_print_errors(bio_err);
794:         goto end;
795:     }
796:     if ((p12 = d2i_PKCS12_bio(in, &p12)) == NULL) {
797:         ERR_print_errors(bio_err);
798:         goto end;
799:     }
800: 
801:     if (!noprompt) {
802:         if (1) {
803: #ifndef OPENSSL_NO_UI_CONSOLE
804:             if (EVP_read_pw_string(pass, sizeof(pass), ""Enter Import Password:"","
/home/wen/work/clean_sources/openssl-3.5.5/demos/pkcs12/pkread.c,67,d2i_PKCS12,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"59:         fprintf(stderr, ""Usage: pkread p12file password opfile\n"");
60:         exit(EXIT_FAILURE);
61:     }
62: 
63:     if ((fp = fopen(argv[1], ""rb"")) == NULL) {
64:         fprintf(stderr, ""Error opening file %s\n"", argv[1]);
65:         exit(EXIT_FAILURE);
66:     }
67:     p12 = d2i_PKCS12_fp(fp, NULL);
68:     fclose(fp);
69:     if (p12 == NULL) {
70:         fprintf(stderr, ""Error reading PKCS#12 file\n"");
71:         ERR_print_errors_fp(stderr);
72:         goto err;
73:     }
74:     if (!PKCS12_parse(p12, argv[2], &pkey, &cert, &ca)) {
75:         fprintf(stderr, ""Error parsing PKCS#12 file\n"");"
/home/wen/work/clean_sources/openssl-3.5.5/test/helpers/pkcs12.c,212,d2i_PKCS12,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"204:     PKCS12 *p12 = NULL;
205: 
206:     /* Supply a p12 with library context/propq to the d2i decoder*/
207:     if (!legacy) {
208:         p12 = PKCS12_init_ex(NID_pkcs7_data, test_ctx, test_propq);
209:         if (!TEST_ptr(p12))
210:             goto err;
211:     }
212:     p12 = d2i_PKCS12_bio(bio, &p12);
213:     BIO_free(bio);
214:     if (!TEST_ptr(p12))
215:         goto err;
216:     if (mac == NULL) {
217:         if (!TEST_false(PKCS12_mac_present(p12)))
218:             goto err;
219:     } else {
220:         if (!check_p12_mac(p12, mac))"
/home/wen/work/clean_sources/openssl-3.5.5/test/helpers/pkcs12.c,237,d2i_PKCS12,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"229: /* For use with existing files */
230: static PKCS12 *read_p12(const char *infile, const PKCS12_ENC *mac)
231: {
232:     PKCS12 *p12 = NULL;
233:     BIO *in = BIO_new_file(infile, ""r"");
234: 
235:     if (in == NULL)
236:         goto err;
237:     p12 = d2i_PKCS12_bio(in, NULL);
238:     BIO_free(in);
239:     if (!TEST_ptr(p12))
240:         goto err;
241:     if (mac == NULL) {
242:         if (!TEST_false(PKCS12_mac_present(p12)))
243:             goto err;
244:     } else {
245:         if (!check_p12_mac(p12, mac))"
/home/wen/work/clean_sources/openssl-3.5.5/test/pkcs12_api_test.c,45,d2i_PKCS12,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"37:     bio = BIO_new_file(fpath, ""rb"");
38:     if (!TEST_ptr(bio))
39:         goto err;
40: 
41:     p12 = PKCS12_init_ex(NID_pkcs7_data, testctx, ""provider=default"");
42:     if (!TEST_ptr(p12))
43:         goto err;
44: 
45:     if (!TEST_true(p12 == d2i_PKCS12_bio(bio, &p12)))
46:         goto err;
47: 
48:     BIO_free(bio);
49: 
50:     return p12;
51: 
52: err:
53:     BIO_free(bio);"
/home/wen/work/clean_sources/openssl-3.5.5/test/pkcs12_api_test.c,81,d2i_PKCS12,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"73:     if (!TEST_true(PKCS12_newpass(p12, in_pass, ""NEWPASS"")))
74:         goto err;
75:     if (!TEST_ptr(bio = BIO_new(BIO_s_mem())))
76:         goto err;
77:     if (!TEST_true(i2d_PKCS12_bio(bio, p12)))
78:         goto err;
79:     if (!TEST_ptr(p12new = PKCS12_init_ex(NID_pkcs7_data, testctx, ""provider=default"")))
80:         goto err;
81:     if (!TEST_ptr(d2i_PKCS12_bio(bio, &p12new)))
82:         goto err;
83:     if (!TEST_true(PKCS12_parse(p12new, ""NEWPASS"", &key2, &cert2, &ca2)))
84:         goto err;
85:     if (has_key) {
86:         if (!TEST_ptr(key2) || !TEST_int_eq(EVP_PKEY_eq(key, key2), 1))
87:             goto err;
88:     }
89:     if (has_cert) {"
/home/wen/work/clean_sources/openssl-3.5.5/test/pkcs12_format_test.c,3544,d2i_PKCS12,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"3536:     bio = BIO_new(BIO_s_mem());
3537:     if (!TEST_ptr(bio))
3538:         goto err;
3539:     if (!TEST_int_eq(i2d_PKCS12_bio(bio, p12), 1))
3540:         goto err;
3541:     p12_parsed = PKCS12_init_ex(NID_pkcs7_data, testctx, NULL);
3542:     if (!TEST_ptr(p12_parsed))
3543:         goto err;
3544:     p12_parsed = d2i_PKCS12_bio(bio, &p12_parsed);
3545:     if (!TEST_ptr(p12_parsed))
3546:         goto err;
3547:     if (!TEST_int_eq(PKCS12_parse(p12_parsed, ""pass"", &pkey_parsed,
3548:                          &cert_parsed, NULL),
3549:             1))
3550:         goto err;
3551: 
3552:     /* cert_parsed also contains auxiliary data */"
datasets/openssl/poc_artifacts/issue_17715/poc.c,85,d2i_PKCS12,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"77:     int ok = 0;
78: 
79:     fp = fopen(path, ""rb"");
80:     if (fp == NULL) {
81:         perror(""fopen"");
82:         goto end;
83:     }
84: 
85:     p12 = d2i_PKCS12_fp(fp, NULL);
86:     if (p12 == NULL) {
87:         fprintf(stderr, ""d2i_PKCS12_fp failed: %s\n"", path);
88:         ERR_print_errors_fp(stderr);
89:         goto end;
90:     }
91: 
92:     parse_ok = PKCS12_parse(p12, passphrase, &pkey, &cert, &ca);
93:     printf(""PKCS12_parse returned %d: %s\n"", parse_ok, path);"
datasets/openssl/poc_artifacts/issue_17715/poc.c,87,d2i_PKCS12,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"79:     fp = fopen(path, ""rb"");
80:     if (fp == NULL) {
81:         perror(""fopen"");
82:         goto end;
83:     }
84: 
85:     p12 = d2i_PKCS12_fp(fp, NULL);
86:     if (p12 == NULL) {
87:         fprintf(stderr, ""d2i_PKCS12_fp failed: %s\n"", path);
88:         ERR_print_errors_fp(stderr);
89:         goto end;
90:     }
91: 
92:     parse_ok = PKCS12_parse(p12, passphrase, &pkey, &cert, &ca);
93:     printf(""PKCS12_parse returned %d: %s\n"", parse_ok, path);
94:     if (parse_ok != 1) {
95:         ERR_print_errors_fp(stderr);"
datasets/openssl/poc_artifacts/issue_26106/poc.c,31,d2i_PKCS12,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"23: 
24:     path = argv[1];
25:     fp = fopen(path, ""rb"");
26:     if (fp == NULL) {
27:         perror(""fopen"");
28:         goto end;
29:     }
30: 
31:     p12 = d2i_PKCS12_fp(fp, NULL);
32:     if (p12 == NULL) {
33:         fprintf(stderr, ""d2i_PKCS12_fp failed\n"");
34:         ERR_print_errors_fp(stderr);
35:         goto end;
36:     }
37: 
38:     ok = PKCS12_parse(p12, passphrase, &pkey, &cert, &ca);
39:     printf(""PKCS12_parse returned %d\n"", ok);"
datasets/openssl/poc_artifacts/issue_26106/poc.c,33,d2i_PKCS12,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"25:     fp = fopen(path, ""rb"");
26:     if (fp == NULL) {
27:         perror(""fopen"");
28:         goto end;
29:     }
30: 
31:     p12 = d2i_PKCS12_fp(fp, NULL);
32:     if (p12 == NULL) {
33:         fprintf(stderr, ""d2i_PKCS12_fp failed\n"");
34:         ERR_print_errors_fp(stderr);
35:         goto end;
36:     }
37: 
38:     ok = PKCS12_parse(p12, passphrase, &pkey, &cert, &ca);
39:     printf(""PKCS12_parse returned %d\n"", ok);
40:     if (ok != 1) {
41:         ERR_print_errors_fp(stderr);"
datasets/openssl/poc_artifacts/issue_30581/poc.c,31,d2i_PKCS12,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"23:     }
24: 
25:     fp = fopen(argv[1], ""rb"");
26:     if (fp == NULL) {
27:         perror(""fopen"");
28:         goto end;
29:     }
30: 
31:     p12 = d2i_PKCS12_fp(fp, NULL);
32:     if (p12 == NULL) {
33:         fprintf(stderr, ""d2i_PKCS12_fp failed\n"");
34:         ERR_print_errors_fp(stderr);
35:         goto end;
36:     }
37: 
38:     has_mac = PKCS12_mac_present(p12);
39:     printf(""PKCS12_mac_present returned %d\n"", has_mac);"
datasets/openssl/poc_artifacts/issue_30581/poc.c,33,d2i_PKCS12,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"25:     fp = fopen(argv[1], ""rb"");
26:     if (fp == NULL) {
27:         perror(""fopen"");
28:         goto end;
29:     }
30: 
31:     p12 = d2i_PKCS12_fp(fp, NULL);
32:     if (p12 == NULL) {
33:         fprintf(stderr, ""d2i_PKCS12_fp failed\n"");
34:         ERR_print_errors_fp(stderr);
35:         goto end;
36:     }
37: 
38:     has_mac = PKCS12_mac_present(p12);
39:     printf(""PKCS12_mac_present returned %d\n"", has_mac);
40:     if (has_mac) {
41:         mac_ok = PKCS12_verify_mac(p12, passphrase, -1);"
/home/wen/work/clean_sources/openssl-3.5.5/apps/pkcs8.c,327,d2i_PKCS8_PRIV_KEY_INFO,prefix_parse_intended,false,context suggests decoder/stream/prefix parsing path,"319:         ret = 0;
320:         goto end;
321:     }
322: 
323:     if (nocrypt) {
324:         if (informat == FORMAT_PEM || informat == FORMAT_UNDEF) {
325:             p8inf = PEM_read_bio_PKCS8_PRIV_KEY_INFO(in, NULL, NULL, NULL);
326:         } else if (informat == FORMAT_ASN1) {
327:             p8inf = d2i_PKCS8_PRIV_KEY_INFO_bio(in, NULL);
328:         } else {
329:             BIO_printf(bio_err, ""Bad format specified for key\n"");
330:             goto end;
331:         }
332:     } else {
333:         if (informat == FORMAT_PEM || informat == FORMAT_UNDEF) {
334:             p8 = PEM_read_bio_PKCS8(in, NULL, NULL, NULL);
335:         } else if (informat == FORMAT_ASN1) {"
